unitid,year,twoyr,fouryr,public,privnp,privfp,openadmp,longitud,latitude,efteug,eftotlt,eftotlw,efwhitt,efdetot,efdesom,upgrntn,upgrntp,pttot,age25o,fips,rucc,ctunemrate,ctwhitepct,ctblackpct,cthisppct,ctasianpct,ctnatamerpct,ctpov100pct,ctmedianinc,cthspct,ctbapct,ctlt5pct,ct5to19pct,ct20to34pct,ct35to60pct,ctgt60pct,ctlandarea,ctpopdens,ctpop,cthhu,stfips,region,stname,statepop,stunemrate,stappropfte,stbapct,stnonwpct,pctbbold,pctbbnew,wmdown
208390,2012,1,0,1,0,0,1,-122.977179,44.978206,10640,12371,7050,8424,12371,2030,5726,45,6146,5267,41047,2,16.2,75.95,0.46,21.67,1.3,0.61,17.9,49.75,77.1,19.4,6.13,22.3,20.38,31.18,20.01,1182,272,321.703,125.014,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.75,98.81,8.32265570887749
208390,2013,1,0,1,0,0,1,-122.977179,44.978206,10746,12111,6840,7529,12111,1884,5851,47,6004,5461,41047,2,8.8,74.87,0.49,22.86,1.23,0.56,17.9,49.794,77.06,19.4,8.2,22.34,19.76,30.08,19.63,1182,274,324.653,127.388,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.76,98.28,8.40657815586547
208406,2012,1,0,1,0,0,1,-122.574272,45.323185,4458,7646,4057,5106,7646,1284,2766,35,4328,3447,41005,1,9.1,90.3,0.34,6.24,2.87,0.25,10.4,66.287,88.35,28.16,4.28,20.08,18.89,33.39,23.35,1870,205,383.198,160.727,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.73,97.53,7.81104229456827
208406,2013,1,0,1,0,0,1,-122.574272,45.323185,4261,7368,3845,4801,7368,1079,2606,34,4530,3215,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.79163749918622
208433,2013,1,0,0,0,1,1,-122.981953,44.949983,96,68,64,52,68,0,49,48,0,27,41047,2,8.8,74.87,0.49,22.86,1.23,0.56,17.9,49.794,77.06,19.4,8.2,22.34,19.76,30.08,19.63,1182,274,324.653,127.388,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.76,98.28,8.40770183684024
208488,2013,0,1,0,1,0,0,-122.637944,45.568242,1297,1388,943,755,1388,228,614,45,200,394,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.95638743393459
208512,2013,1,0,0,0,1,1,-122.706054,45.460844,408,263,221,177,263,0,196,46,3,162,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.76497686282619
208655,2013,1,0,0,0,1,1,-122.649934,45.534103,180,132,117,91,132,0,201,91,0,65,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,8.06488105650308
208725,2013,0,1,0,1,0,0,-123.153724,44.033123,173,179,88,116,179,0,128,58,25,42,41039,2,9.5,91.54,0.37,6.24,1.57,0.28,19.1,45.932,87.39,25.95,5.23,16.62,20.13,33.36,24.66,4553,78,358.886,160.834,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.95,88.71,7.71202483160434
208822,2012,0,1,0,1,0,0,-122.968394,45.30399,2153,2184,1296,1563,2184,55,796,37,256,368,41071,1,8.7,86.16,0.38,12.26,0.66,0.54,14.7,56.945,83.09,20.27,5.2,21.71,20.88,31.63,20.59,716,141,102.171,39.006,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.67,97.99,7.78861749927651
208822,2013,0,1,0,1,0,0,-122.968394,45.30399,2165,2384,1366,1676,2384,96,795,36,276,340,41071,1,10.5,85.43,0.37,13.07,0.61,0.52,14.7,57.134,83.05,20.35,6.67,21.65,20.54,30.76,20.38,716,141,103.465,39.777,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.71,97.19,7.73561610218135
208859,2013,1,0,0,0,1,1,-123.325927,42.438091,63,39,39,35,39,0,65,87,0,15,41033,3,12.7,95.01,0.09,4.36,0.21,0.34,18.8,38.973,81.37,13.77,5.33,17.36,17.55,29.32,30.43,1640,51,84.197,38.537,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.82,79.3,7.33833731519334
209038,2013,1,0,1,0,0,1,-123.03345,44.010179,6373,11002,5617,7420,11002,1661,7198,59,6006,5701,41039,2,9.5,91.54,0.37,6.24,1.57,0.28,19.1,45.932,87.39,25.95,5.23,16.62,20.13,33.36,24.66,4553,78,358.886,160.834,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.95,88.71,7.70229157509509
209065,2013,0,1,0,1,0,0,-123.200464,45.201333,1679,1671,1002,1058,1671,80,424,25,41,31,41071,1,10.5,85.43,0.37,13.07,0.61,0.52,14.7,57.134,83.05,20.35,6.67,21.65,20.54,30.76,20.38,716,141,103.465,39.777,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.71,97.19,7.8779567594069
209074,2013,1,0,1,0,0,1,-123.115042,44.586996,4511,5617,2906,4372,5617,790,2251,37,3013,2105,41043,3,11.1,92.83,0.11,6.5,0.31,0.25,18.1,48.626,82.06,13.68,7.02,20.71,18.83,30.14,23.29,2290,52,121.242,52.33,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.97,96.37,8.1290856429653
209083,2013,1,0,0,0,1,1,-122.805791,45.48933,146,100,91,67,100,0,82,56,0,30,41067,1,7.4,75.65,1.12,14.99,8,0.24,9.7,68.848,87.43,34.42,7.44,21.47,18.85,33.48,18.75,724,766,555.748,224.42,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.98,99.59,7.35342223026121
209108,2013,0,1,0,1,0,0,-122.647755,45.398174,497,741,513,526,741,477,428,52,565,578,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.79714401359594
209153,2013,1,0,0,0,1,1,-122.87103,42.351942,110,67,63,50,67,0,106,91,0,29,41029,3,10.6,89.38,0.25,9.61,0.47,0.3,15.7,48.338,83.76,21.06,6.31,18.37,18.65,30.26,26.41,2784,75,209.125,93.984,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.69,90.67,8.25374974961334
209205,2013,1,0,0,0,1,1,-122.577674,45.438327,235,141,131,115,141,0,70,30,0,37,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.90240381720419
209250,2012,1,0,1,0,0,1,-122.396467,45.512114,4884,9847,5321,6463,9847,1874,3939,39,5170,4670,41051,1,10.1,81.18,4.25,9.23,4.98,0.37,18,54.611,84.95,30.25,4.69,17.09,19.27,38.86,20.08,431,1760,750.638,336.536,41,4,Oregon,3899.801,11,3805,19.24,15.44,100,99.99,7.83767185090299
209250,2013,1,0,1,0,0,1,-122.396467,45.512114,11847,9393,4973,5879,9393,1700,4533,46,5137,4366,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.80659646424181
209287,2013,0,1,0,1,0,0,-122.682518,45.518218,458,438,170,352,438,36,298,59,80,154,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.93342023078715
209348,2013,0,0,0,0,1,0,-122.707017,45.426877,32,21,21,14,21,0,26,65,0,6,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.737497875535
209409,2013,0,1,0,1,0,0,-123.079754,44.047483,446,484,309,392,484,136,226,50,102,181,41039,2,9.5,91.54,0.37,6.24,1.57,0.28,19.1,45.932,87.39,25.95,5.23,16.62,20.13,33.36,24.66,4553,78,358.886,160.834,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.95,88.71,7.71183170085867
209506,2012,0,1,1,0,0,0,-121.785177,42.257152,2722,3960,1859,3013,3960,491,1343,35,1655,1557,41035,5,13.6,90.24,0.08,7.18,0.27,2.23,17.4,44.144,82.04,16.66,4.43,19.13,19.74,31.35,25.34,5941,11,66.293,33.257,41,4,Oregon,3899.801,11,3805,19.24,15.44,94.42,84.57,8.13658171656378
209506,2013,0,1,1,0,0,0,-121.785177,42.257152,2878,4366,2096,3293,4366,508,1434,36,2025,1687,41035,5,11.7,89.06,0.07,8.08,0.26,2.53,17.4,44.428,82.07,16.64,6.59,19.18,19.26,30.21,24.76,5941,11,66.393,33.5,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.91,83.8,8.20273921668571
209542,2012,0,1,1,0,0,0,-123.27415,44.564524,19003,21808,10138,14944,21808,2990,6995,34,4014,4009,41003,3,10.1,90.59,0.33,4.78,4.13,0.17,19.1,51.647,92.14,46.79,3.14,14.98,25.15,36.47,20.26,676,128,86.886,36.988,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.87,97.6,8.18622215729111
209542,2013,0,1,1,0,0,0,-123.274721,44.56274,19976,23157,10689,15708,23157,3252,7281,33,4673,4488,41003,3,9.2,90.24,0.33,5.17,4.08,0.16,19.1,51.49,92.19,46.78,4.07,14.99,24.01,36.27,20.66,676,128,87.202,36.888,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.28,98.48,8.41456422407653
209551,2012,0,1,1,0,0,0,-123.07398,44.044515,20118,20809,10815,13909,20809,1793,5453,26,1962,1806,41039,2,12,92.21,0.34,5.64,1.54,0.28,19.1,45.81,87.39,25.93,3.79,16.57,20.77,34.15,24.71,4553,78,356.963,159.636,41,4,Oregon,3899.801,11,3805,19.24,15.44,98.64,89.85,7.7186045625099
209551,2013,0,1,1,0,0,0,-123.07398,44.044515,20191,20797,10871,13289,20797,2114,5379,26,1905,1761,41039,2,9.5,91.54,0.37,6.24,1.57,0.28,19.1,45.932,87.39,25.95,5.23,16.62,20.13,33.36,24.66,4553,78,358.886,160.834,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.95,88.71,7.71136350859349
209612,2012,0,1,0,1,0,0,-123.108777,45.521394,1779,1717,979,971,1717,4,523,33,59,128,41067,1,8.8,76.73,1.09,14.05,7.89,0.23,9.7,68.509,87.44,34.38,5.58,21.48,19.43,34.81,18.71,724,756,547.307,219.7,41,4,Oregon,3899.801,11,3805,19.24,15.44,100,99.9,7.6526937709609
209612,2013,0,1,0,1,0,0,-123.108777,45.521394,1917,1785,1039,943,1785,3,540,31,56,132,41067,1,7.4,75.65,1.12,14.99,8,0.24,9.7,68.848,87.43,34.42,7.44,21.47,18.85,33.48,18.75,724,766,555.748,224.42,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.98,99.59,7.58997517631479
209667,2013,1,0,0,0,1,1,-123.2605,44.563655,83,53,52,44,53,0,73,85,0,13,41003,3,9.2,90.24,0.33,5.17,4.08,0.16,19.1,51.49,92.19,46.78,4.07,14.99,24.01,36.27,20.66,676,128,87.202,36.888,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.28,98.48,8.40884961667299
209676,2013,1,0,0,0,1,1,-121.264783,44.063325,168,133,127,113,133,0,151,74,0,55,41017,3,6.5,93.3,0.1,6.12,0.23,0.25,14.8,56.955,88.2,24.71,6.16,19.26,17.88,31.02,25.67,3018,55,171.798,88.423,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,100,94.45,8.53906592325899
209694,2013,1,0,0,0,1,1,-122.982764,44.938409,80,49,41,23,49,0,89,91,0,22,41047,2,8.8,74.87,0.49,22.86,1.23,0.56,17.9,49.794,77.06,19.4,8.2,22.34,19.76,30.08,19.63,1182,274,324.653,127.388,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.76,98.28,8.38722394792154
209700,2013,1,0,0,0,1,1,-122.576651,45.43589,177,176,167,123,176,0,197,84,0,55,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.89265330663091
209719,2013,1,0,0,0,1,1,-122.766574,45.433994,52,27,24,23,27,0,49,79,0,10,41067,1,7.4,75.65,1.12,14.99,8,0.24,9.7,68.848,87.43,34.42,7.44,21.47,18.85,33.48,18.75,724,766,555.748,224.42,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.98,99.59,7.56930471941045
209746,2013,1,0,1,0,0,1,-122.731447,45.438722,23600,32411,17294,19998,32411,7044,14939,44,18831,17584,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.67418080269005
209807,2012,0,1,1,0,0,0,-122.683553,45.511229,17721,22770,11929,14421,22770,2474,9303,41,8259,9654,41051,1,10.1,81.18,4.25,9.23,4.98,0.37,18,54.611,84.95,30.25,4.69,17.09,19.27,38.86,20.08,431,1760,750.638,336.536,41,4,Oregon,3899.801,11,3805,19.24,15.44,100,99.99,8.12963966390627
209807,2013,0,1,1,0,0,0,-122.683553,45.511229,17428,22927,11912,13723,22927,3163,9152,40,8256,9423,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.92645435351121
209940,2012,1,0,1,0,0,1,-123.39326,42.412159,3808,5556,3219,4196,5556,1411,3229,55,3244,2985,41033,3,15.6,95.33,0.08,4.05,0.21,0.33,18.8,38.903,81.38,13.77,4,17.29,17.65,30.22,30.83,1640,51,83.835,38.52,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.23,87.31,7.21200166299578
209940,2013,1,0,1,0,0,1,-123.39326,42.412159,3600,5530,3129,4130,5530,1522,3064,55,3138,2880,41033,3,12.7,95.01,0.09,4.36,0.21,0.34,18.8,38.973,81.37,13.77,5.33,17.36,17.55,29.32,30.43,1640,51,84.197,38.537,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.82,79.3,7.31650953989066
209986,2013,1,0,0,0,1,1,-123.346435,43.209458,48,40,39,39,40,0,42,76,0,16,41019,4,11,96.74,0.04,2.46,0.28,0.48,19.5,42.716,80.9,13.16,5.39,17.68,18.44,29.9,28.59,5036,21,108.905,49.397,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,97.53,81.59,7.91144211583084
210076,2013,0,1,0,0,1,1,-122.76826,45.321099,2194,1109,803,893,1109,56,1007,74,352,624,41005,1,8.7,89.71,0.37,6.72,2.96,0.23,10.4,66.609,88.32,28.16,5.33,19.83,18.82,32.42,23.6,1870,208,385.762,161.386,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.87,97.68,7.70764125106894
210100,2013,1,0,0,0,1,0,-123.01632,44.046745,127,69,67,58,69,0,103,82,0,35,41039,2,9.5,91.54,0.37,6.24,1.57,0.28,19.1,45.932,87.39,25.95,5.23,16.62,20.13,33.36,24.66,4553,78,358.886,160.834,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.95,88.71,7.70263569060891
210146,2012,0,1,1,0,0,0,-122.694034,42.186467,4332,5783,3271,3331,5783,657,2286,39,2006,1453,41029,3,12,90.23,0.22,8.79,0.44,0.32,15.7,48.123,83.79,21.11,4.56,18.31,19.06,31.26,26.8,2784,74,207.364,92.973,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.15,93.96,7.55154579240588
210146,2013,0,1,1,0,0,0,-122.694034,42.186467,4181,5500,3103,2988,5500,725,2233,39,1869,1415,41029,3,10.6,89.38,0.25,9.61,0.47,0.3,15.7,48.338,83.76,21.06,6.31,18.37,18.65,30.26,26.41,2784,75,209.125,93.984,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.69,90.67,7.66849769387487
210270,2012,1,0,1,0,0,1,-123.333036,43.289807,2445,2607,1508,2168,2607,701,2032,64,1294,1349,41019,4,12.9,96.93,0.03,2.28,0.27,0.49,19.5,42.584,80.89,13.15,4,17.7,18.65,30.83,28.82,5036,21,108.599,49.404,41,4,Oregon,3899.801,11,3805,19.24,15.44,95.91,86.35,7.78690899714725
210270,2013,1,0,1,0,0,1,-123.333036,43.289807,1774,2183,1264,1789,2183,1609,1478,59,1102,1062,41019,4,11,96.74,0.04,2.46,0.28,0.48,19.5,42.716,80.9,13.16,5.39,17.68,18.44,29.9,28.59,5036,21,108.905,49.397,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,97.53,81.59,7.88461467772647
210331,2013,0,1,0,1,0,0,-122.958413,44.88408,850,936,568,729,936,14,318,33,90,112,41047,2,8.8,74.87,0.49,22.86,1.23,0.56,17.9,49.794,77.06,19.4,8.2,22.34,19.76,30.08,19.63,1182,274,324.653,127.388,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.76,98.28,8.23546473102734
210340,2013,1,0,0,0,1,1,-121.769827,42.227022,151,93,90,69,93,0,108,74,0,38,41035,5,11.7,89.06,0.07,8.08,0.26,2.53,17.4,44.428,82.07,16.64,6.59,19.18,19.26,30.21,24.76,5941,11,66.393,33.5,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,98.91,83.8,8.16433185530611
210359,2013,1,0,0,0,1,1,-122.676052,45.520236,322,227,143,115,227,10,262,83,105,122,41051,1,9.3,80.27,4.24,10.29,4.82,0.37,18,54.716,84.94,30.23,7.23,17.41,18.17,37.19,20,431,1776,758.962,345.334,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.99,99.93,7.96347484540428
210429,2012,0,1,1,0,0,0,-123.238785,44.851866,4771,5385,3162,3778,5385,658,2376,44,736,998,41053,2,12.9,87.54,0.17,10.06,1.21,1.03,15.7,54.309,85.02,25.95,4.61,20.54,20.45,31.35,23.05,741,103,78.598,32.5,41,4,Oregon,3899.801,11,3805,19.24,15.44,99.55,96.04,7.7985336440423
210429,2013,0,1,1,0,0,0,-123.238785,44.851866,4701,5263,3050,3628,5263,620,2387,44,840,939,41053,2,11.3,86.54,0.17,10.94,1.15,1.19,15.7,54.348,84.98,26,6.51,20.28,19.98,30.32,22.92,741,104,80.143,33.675,41,4,Oregon,3930.065,9.2,3875,16.73,15.78,99.57,95.79,8.07004926105749
210474,2013,0,0,0,0,1,1,-75.902888,41.258085,80,97,74,53,97,0,111,79,37,42,42079,2,7.9,91.33,2.69,5.53,0.41,0.04,15.9,45.36,81.3,16.69,5.29,17.3,18.08,33.74,25.59,890,360,320.986,150.694,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.89,94.45,6.97338695870653
210483,2013,1,0,0,0,1,1,-76.830347,40.336561,395,313,199,217,313,0,343,69,0,112,42043,2,7.7,74.76,16.82,6.34,2.05,0.04,13.9,56.346,83.2,24.19,6.97,19.88,17.77,32.89,22.49,525,516,273.33,124.949,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.95,96.99,6.88979350019229
210599,2013,0,0,0,0,1,1,-75.280691,39.868236,764,343,21,52,343,0,539,71,0,255,42045,1,9.4,74.39,19.6,2.43,3.57,0.01,10,69.561,86.83,30.99,6.23,19.73,19.16,32.39,22.49,184,3057,561.988,226.916,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.98,7.21067859623004
210605,2012,1,0,1,0,0,1,-80.01855,40.450632,14157,19567,11460,11973,19567,3222,8520,42,12308,8775,42003,1,7.5,84.83,12.41,0.58,2.16,0.01,11.9,53.522,86.85,29.96,3.57,16.6,18.46,35.24,26.14,730,1685,1211.794,588.518,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.02,6.56012119089147
210605,2013,1,0,1,0,0,1,-80.01855,40.450632,13486,18229,10417,11368,18229,2986,8070,41,11912,8343,42003,1,7.4,84.53,12.3,0.9,2.26,0.01,11.9,53.666,86.89,30.09,5.3,16.66,17.98,34.16,25.9,730,1687,1205.696,589.754,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99,6.61207949182437
210711,2013,0,0,0,0,1,1,-75.42678,40.625855,98,59,51,25,59,0,102,94,0,19,42077,2,9.1,77.61,4.36,16.04,1.88,0.11,13.2,59.267,80.14,23.98,6.37,20.47,18.2,31.85,23.12,345,1029,361.756,149.895,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.89,7.37292587980636
210739,2013,0,1,0,1,0,0,-75.376549,40.540137,2337,2482,1534,1880,2482,207,658,27,646,776,42077,2,9.1,77.61,4.36,16.04,1.88,0.11,13.2,59.267,80.14,23.98,6.37,20.47,18.2,31.85,23.12,345,1029,361.756,149.895,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.89,7.29017265480539
210748,2013,0,0,0,0,1,0,-78.387327,40.501789,98,68,66,64,68,0,57,58,35,31,42013,3,4.8,98.6,0.93,0.31,0.14,0.01,13.3,43.982,83.49,13.85,5.86,17.94,18.49,33.38,24.34,526,240,126.448,56.91,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,98.91,71.6,6.08307354014553
210775,2013,0,1,0,1,0,0,-75.938163,40.3102,2102,2371,1714,1686,2371,65,812,35,652,767,42011,2,8.4,82.55,3.06,13.75,0.55,0.08,13.7,56.645,78.5,19.47,6.25,20.32,18.75,32.45,22.23,857,483,423.543,171.941,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.95,98.36,7.18532786094977
210784,2013,0,0,0,0,1,1,-75.222153,40.154282,188,106,98,53,106,0,86,44,28,39,42091,1,6.9,83.56,7.44,3.5,5.47,0.03,5.8,83.769,88.18,38.38,5.82,19.29,17.54,33.08,24.28,483,1682,814.684,330.427,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.97,7.1698080886188
210942,2012,0,1,0,0,1,0,-75.167664,39.951096,2803,2853,1537,725,2853,152,1867,57,1283,784,42101,1,15.9,40.98,42.96,10.46,5.46,0.14,26.4,40.379,71.36,19.02,5.19,19.05,21.82,34.7,19.25,134,11548,1531.009,678.872,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.97,6.99409072121826
210942,2013,0,1,0,0,1,1,-75.167664,39.951096,2432,2494,1288,356,2494,112,1684,59,978,704,42101,1,13.8,40.73,41.68,12.02,5.43,0.13,26.4,40.564,71.37,19.08,8,19.23,20.66,33.46,18.66,134,11582,1537.32,697.054,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.97,7.03852096865629
210960,2012,0,1,0,0,1,0,-79.999452,40.437521,2221,1942,960,600,1942,540,1326,59,514,373,42003,1,7.5,84.83,12.41,0.58,2.16,0.01,11.9,53.522,86.85,29.96,3.57,16.6,18.46,35.24,26.14,730,1685,1211.794,588.518,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.02,6.50556828879764
210960,2013,0,1,0,0,1,1,-79.999452,40.437521,1840,1544,775,265,1544,412,1136,58,407,290,42003,1,7.4,84.53,12.3,0.9,2.26,0.01,11.9,53.666,86.89,30.09,5.3,16.66,17.98,34.16,25.9,730,1687,1205.696,589.754,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99,6.55407797280434
211006,2012,1,0,0,0,1,1,-75.644446,40.057849,544,358,16,251,358,0,256,47,51,86,42029,1,7.1,86.7,4.93,5.04,3.3,0.03,6.4,92.356,88.58,41.42,5.01,21.15,18.54,33.37,21.93,751,674,513.659,200.207,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.83,7.2249963127072
211006,2013,1,0,0,0,1,1,-75.644446,40.057849,524,354,13,249,354,0,316,60,46,89,42029,1,6.2,86.08,4.88,5.53,3.47,0.04,6.4,92.799,88.55,41.35,5.99,21.03,18.47,32.32,22.19,751,679,519.614,202.536,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.81,7.27086012811413
211024,2013,0,1,0,1,0,0,-75.683551,41.496219,617,624,301,557,624,331,400,53,237,143,42069,2,6.6,93.43,1.72,3.78,1.04,0.03,13.6,48.054,82.13,20.05,5.66,17.43,18.29,32.67,25.95,459,466,214.957,99.051,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,83.64,6.8383285099557
211079,2012,1,0,1,0,0,1,-80.305272,40.654825,2046,2562,1490,2089,2562,672,1189,44,1421,776,42007,1,8.1,94.65,4.96,0.27,0.11,0,15.1,48.289,83.96,16.11,3.68,17.11,17.95,33.58,27.68,435,392,168.207,78.159,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,97.51,6.35604175826335
211079,2013,1,0,1,0,0,1,-80.305272,40.654825,1872,2335,1384,1917,2335,626,1048,41,1321,693,42007,1,7.1,94.45,5,0.44,0.1,0,15.1,48.369,84.01,16.15,5.31,17.11,17.7,32.54,27.34,435,391,166.905,78.183,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.97,97.48,6.361858505488
211088,2012,0,1,0,1,0,0,-75.165205,40.091941,2215,2359,1617,1733,2359,279,775,35,205,193,42091,1,7.1,84.09,7.54,2.99,5.35,0.02,5.8,83.47,88.22,38.41,4.44,19.31,17.73,34.21,24.32,483,1675,810.446,329.298,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,99.97,7.05298395282546
211088,2013,0,1,0,1,0,0,-75.165205,40.091941,2418,2453,1661,1780,2453,286,795,34,193,190,42091,1,6.9,83.56,7.44,3.5,5.47,0.03,5.8,83.769,88.18,38.38,5.82,19.29,17.54,33.08,24.28,483,1682,814.684,330.427,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,100,99.97,7.10791136767904
211158,2012,0,1,1,0,0,0,-76.446383,41.007989,9029,9201,5206,7516,9201,143,2730,29,559,432,42037,3,6,97.6,1.29,0.82,0.27,0.02,15.4,45.058,80.87,18.08,3.15,15.94,21.32,34.8,24.79,483,138,67.791,29.858,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,99.91,90.91,6.5635169540121
211158,2013,0,1,1,0,0,0,-76.446383,41.007989,8869,9416,5318,7667,9416,176,2794,30,603,424,42037,3,5.7,97.47,1.29,0.94,0.28,0.02,15.4,45.282,80.91,18.16,4.54,15.94,20.63,34.26,24.64,483,138,68.028,29.935,42,1,Pennsylvania,12773.801,8.3,3959,16.57,15.91,99.72,86.65,6.59118031232473
211307,2012,1,0,1,0,0,1,-74.965841,40.239102,7577,10252,5737,6552,10252,1621,2276,22,6874,3166,42017,1,8,91.22,2.62,3.02,3.08,0.06,6.4,81.608,88.52,31.67,4.29,19.33,18.37,34.65,23.36,604,1037,631.718,248.362,42,1,Pennsylvania,12764.475,8.9,4004,14.08,15.65,100,98.07,7.18608144971621
