stname,stabbr,stfips,year,dropage,above16,above17,acgr,unemrate,br1517,cenreg,cenregnm,cendiv,cendivnm,citi6013,inst6013_adacope,inst6014_nom,pop2000,pop2010,pop2000sch,pop2010sch,pop2000_amerind,pop2000_asian,pop2000_black,pop2000_multrace,pop2000_nhpi,pop2000_white,pop2010_amerind,pop2010_asian,pop2010_black,pop2010_multrace,pop2010_nhpi,pop2010_white,pop2000_hisp,pop2010_hisp,medinc_current,medinc_2015,state_pov
Vermont,VT,50,2004,16,0,0,85.4,3.7,8.1,1,Northeast,1,New England,83.11422,77.81171,67.40514,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,47329,59387,7.8
Vermont,VT,50,2005,16,0,0,86.5,3.5,7.8,1,Northeast,1,New England,89.82301,89.4243,72.25589,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,50704,61538,7.6
Vermont,VT,50,2006,16,0,0,82.3,3.7,7.9,1,Northeast,1,New England,93.24812,92.58356,72.25589,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,51981,61107,7.8
Vermont,VT,50,2007,16,0,0,88.6,4,8.4,1,Northeast,1,New England,82.43349,76.09521,73.50819,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,47390,54173,9.9
Vermont,VT,50,2008,16,0,0,89.3,4.7,7.3,1,Northeast,1,New England,87.27792,81.98816,73.50819,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,50706,55820,9
Vermont,VT,50,2009,16,0,0,89.6,6.6,6.5,1,Northeast,1,New England,85.42969,78.99653,73.64973,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,52318,57795,9.4
Vermont,VT,50,2010,16,0,0,91.4,6.1,7.5,1,Northeast,1,New England,86.63786,80.6408,73.64973,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,55928,60800,10.8
Vermont,VT,50,2011,16,0,0,87,5.5,8.2,1,Northeast,1,New England,79.41644,90.66666,90.08125,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,51862,54656,11.6
Vermont,VT,50,2012,16,0,0,88,5,7.4,1,Northeast,1,New England,87.91412,99.16666,90.08125,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,55582,57378,11.2
Vermont,VT,50,2013,16,0,0,87,4.4,4.9,1,Northeast,1,New England,86.71375,96.5,90.08125,608613,625741,105771,90490,2366,5293,3027,5912,125,586384,2038,7957,6009,9493,146,590890,5506,9208,65513,66662,6.8
Virginia,VA,51,2003,18,1,1,80.6,4.1,17.5,3,South,5,South Atlantic,47.43007,54.9075,53.06847,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,54783,70597,10
Virginia,VA,51,2004,18,1,1,79.3,3.8,17.4,3,South,5,South Atlantic,47.16495,51.59167,51.49458,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,51141,64170,9.4
Virginia,VA,51,2005,18,1,1,79.6,3.6,16.2,3,South,5,South Atlantic,49.63577,53.00834,51.73324,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,51914,63006,9.2
Virginia,VA,51,2006,18,1,1,74.5,3.1,16.5,3,South,5,South Atlantic,52.17157,57.08024,53.95285,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,57119,67147,8.6
Virginia,VA,51,2007,18,1,1,75.5,3,16.3,3,South,5,South Atlantic,59.34326,62.36654,52.26863,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,59161,67629,8.6
Virginia,VA,51,2008,18,1,1,77,3.9,15,3,South,5,South Atlantic,60.00307,76.04684,63.58832,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,61985,68236,10.3
Virginia,VA,51,2009,18,1,1,78.4,6.7,14.1,3,South,5,South Atlantic,48.75306,66.76855,59.63028,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,60501,66835,10.7
Virginia,VA,51,2010,18,1,1,81.2,7.1,12.5,3,South,5,South Atlantic,42.58809,58.18375,57.60477,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,60367,65625,10.7
Virginia,VA,51,2011,18,1,1,82,6.6,11.2,3,South,5,South Atlantic,43.43299,21.1,24.60934,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,62616,65989,11.4
Virginia,VA,51,2012,18,1,1,83,6,10.2,3,South,5,South Atlantic,45.45992,19.375,19.48438,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,64632,66721,10.6
Virginia,VA,51,2013,18,1,1,85,5.7,8,3,South,5,South Atlantic,46.44911,20.65156,19.54532,7079057,8001024,1180658,1241782,18957,264731,1385223,88864,3492,4988217,20941,441621,1530069,172693,5243,5198632,329573,631825,65907,67063,9.8
Washington,WA,53,2003,18,1,1,74.2,7.4,15.3,4,West,9,Pacific,53.91208,71.96365,69.9518,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,47508,61222,12.6
Washington,WA,53,2004,18,1,1,74.6,6.3,15.4,4,West,9,Pacific,57.47054,73.53635,69.9518,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,49922,62641,11.4
Washington,WA,53,2005,18,1,1,75,5.6,14.8,4,West,9,Pacific,59.59489,82.48286,77.75373,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,50646,61467,10.2
Washington,WA,53,2006,18,1,1,72.9,5,15.3,4,West,9,Pacific,57.62091,80.27959,77.75373,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,54723,64330,8
Washington,WA,53,2007,18,1,1,74.8,4.7,16.3,4,West,9,Pacific,65.06139,94.25,84.87643,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,58080,66393,10.2
Washington,WA,53,2008,18,1,1,71.9,5.4,15.7,4,West,9,Pacific,68.77253,95.3125,84.87643,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,56631,62342,10.4
Washington,WA,53,2009,18,1,1,73.7,9.2,14.1,4,West,9,Pacific,61.98227,95.4375,84.87643,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,60392,66715,11.7
Washington,WA,53,2010,18,1,1,77.2,10,13,4,West,9,Pacific,51.4696,90.75,84.87643,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,56163,61055,11.6
Washington,WA,53,2011,18,1,1,76,9.3,11.7,4,West,9,Pacific,50.53846,81.3406,78.69927,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,56850,59913,12.5
Washington,WA,53,2012,18,1,1,77,8.1,10.7,4,West,9,Pacific,50.72316,78.63165,78.69927,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,62187,64197,11.6
Washington,WA,53,2013,18,1,1,76,7,8.8,4,West,9,Pacific,52.97403,78.01964,76.29969,5894281,6724540,1038401,1055147,86359,325554,189279,148323,23275,4679980,89149,479752,231472,240268,39321,4888788,441511,755790,63922,65043,12.2
West Virginia,WV,54,2003,16,0,0,75.7,6,21.1,3,South,5,South Atlantic,66.10992,91,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,32763,42221,17.4
West Virginia,WV,54,2004,16,0,0,76.9,5.3,21.3,3,South,5,South Atlantic,66.26171,83.25,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,33373,41876,14.2
West Virginia,WV,54,2005,16,0,0,77.3,5.1,20.7,3,South,5,South Atlantic,67.31618,89.75,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,36445,44232,15.4
West Virginia,WV,54,2006,16,0,0,76.9,4.9,21.3,3,South,5,South Atlantic,59.58805,78.875,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,38419,45164,15.3
West Virginia,WV,54,2007,16,0,0,78.2,4.6,20.7,3,South,5,South Atlantic,74.9881,90.75,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,42091,48116,14.8
West Virginia,WV,54,2008,16,0,0,77.3,4.3,22.8,3,South,5,South Atlantic,79.28195,87.875,81.24577,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,37994,41826,14.5
West Virginia,WV,54,2009,16,0,0,77,7.7,24.2,3,South,5,South Atlantic,62.73063,84.75,82.61679,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,40490,44729,15.8
West Virginia,WV,54,2010,16,0,0,78.3,8.7,21.1,3,South,5,South Atlantic,48.56878,85,82.61679,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,42777,46503,16.8
West Virginia,WV,54,2011,16,0,0,78,8.1,20.5,3,South,5,South Atlantic,58.21689,86,76.30331,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,41821,44074,17.5
West Virginia,WV,54,2012,17,1,0,79,7.5,20.1,3,South,5,South Atlantic,52.47907,84.5,76.30331,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,43553,44960,16.7
West Virginia,WV,54,2013,17,1,0,81,6.7,17.1,3,South,5,South Atlantic,48.20326,75.625,73.31551,1808193,1852994,279467,262373,3498,9536,57254,13353,346,1711933,3512,12446,62445,24346,393,1727584,12273,22268,43069,43824,19.8
Wisconsin,WI,55,2003,18,1,1,85.8,5.7,15.5,2,Midwest,3,East North Central,53.75645,55.68098,46.67336,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,46269,59626,9.8
Wisconsin,WI,55,2004,18,1,1,,5,14.8,2,Midwest,3,East North Central,59.73656,63.47681,49.33841,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,45732,57383,12.4
Wisconsin,WI,55,2005,18,1,1,86.7,4.7,14.8,2,Midwest,3,East North Central,53.70724,54.11048,47.59915,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,44650,54190,10.2
Wisconsin,WI,55,2006,18,1,1,87.5,4.7,15.2,2,Midwest,3,East North Central,56.22059,55.91995,47.59915,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,51692,60767,10.1
Wisconsin,WI,55,2007,18,1,1,88.5,4.9,15.5,2,Midwest,3,East North Central,60.47053,78.26726,68.30959,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,51277,58617,11
Wisconsin,WI,55,2008,18,1,1,89.6,4.9,15.1,2,Midwest,3,East North Central,60.83743,78.67881,68.30959,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,51200,56364,9.8
Wisconsin,WI,55,2009,18,1,1,90.7,8.6,13.9,2,Midwest,3,East North Central,53.53251,85.17711,77.62433,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,51237,56601,10.8
Wisconsin,WI,55,2010,18,1,1,91.1,8.7,11.7,2,Midwest,3,East North Central,49.74563,84.49243,77.62433,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,50351,54737,10.1
Wisconsin,WI,55,2011,18,1,1,87,7.8,10.6,2,Midwest,3,East North Central,48.54272,12.84293,3.156693,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,52058,54863,13.1
Wisconsin,WI,55,2012,18,1,1,88,7,10.3,2,Midwest,3,East North Central,48.88994,19.0101,8.424843,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,53079,54794,11.4
Wisconsin,WI,55,2013,18,1,1,88,6.7,8.5,2,Midwest,3,East North Central,47.898,11.38712,6.107903,5363757,5686986,954413,908088,44219,89926,301760,44954,1378,4688598,48629,129328,352014,76741,1599,4742619,192922,336056,51726,52633,13.5
Wyoming,WY,56,2003,16,0,0,73.9,4.3,19.2,4,West,8,Mountain,24.55332,37.33012,52.29161,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,42555,54840,9.8
Wyoming,WY,56,2004,16,0,0,76,3.8,19,4,West,8,Mountain,27.35748,39.66886,52.29161,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,45397,56963,10
Wyoming,WY,56,2005,16,0,0,76.7,3.6,18.5,4,West,8,Mountain,35.46685,45.92506,51.73515,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,44718,54273,10.6
Wyoming,WY,56,2006,16,0,0,76.1,3.2,18.2,4,West,8,Mountain,28.56578,38.37846,51.73515,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,47041,55299,10
Wyoming,WY,56,2007,16,0,0,75.8,2.8,21.8,4,West,8,Mountain,30.06818,41.24872,51.82603,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,48744,55721,10.9
Wyoming,WY,56,2008,16,0,0,76,3.1,22.6,4,West,8,Mountain,29.64659,41.2195,51.82603,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,53337,58716,10.1
Wyoming,WY,56,2009,16,0,0,75.2,6.3,19,4,West,8,Mountain,27.20553,41.14884,49.91726,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,52470,57963,9.2
Wyoming,WY,56,2010,16,0,0,80.3,6.4,17,4,West,8,Mountain,21.45767,37.47432,49.91726,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,52201,56748,9.6
Wyoming,WY,56,2011,16,0,0,80,5.8,14.7,4,West,8,Mountain,23.31248,7.5,5.145569,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,54509,57446,10.7
Wyoming,WY,56,2012,16,0,0,79,5.3,13.3,4,West,8,Mountain,24.24128,8.166667,5.145569,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,57512,59371,9.6
Wyoming,WY,56,2013,16,0,0,77,4.7,13,4,West,8,Mountain,23.99437,8.333333,5.145569,493786,563626,91645,87466,10302,2728,3536,5119,278,440153,11811,4327,4389,8023,373,484472,31670,50231,67441,68623,11.4
