stname,stabbr,stfips,year,dropage,above16,above17,acgr,unemrate,br1517,cenreg,cenregnm,cendiv,cendivnm,citi6013,inst6013_adacope,inst6014_nom,pop2000,pop2010,pop2000sch,pop2010sch,pop2000_amerind,pop2000_asian,pop2000_black,pop2000_multrace,pop2000_nhpi,pop2000_white,pop2010_amerind,pop2010_asian,pop2010_black,pop2010_multrace,pop2010_nhpi,pop2010_white,pop2000_hisp,pop2010_hisp,medinc_current,medinc_2015,state_pov
Georgia,GA,13,2004,16,0,0,61.2,4.8,29.1,3,South,5,South Atlantic,35.24056,25.92083,32.72292,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,40984,51426,13
Georgia,GA,13,2005,16,0,0,61.7,5.3,27.3,3,South,5,South Atlantic,44.08528,14.18442,12.73964,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,45926,55739,14.4
Georgia,GA,13,2006,16,0,0,62.4,4.7,28.7,3,South,5,South Atlantic,37.73932,10.06772,12.73964,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,49344,58007,12.6
Georgia,GA,13,2007,16,0,0,64.1,4.5,28,3,South,5,South Atlantic,43.15314,5.359879,7.83709,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,48641,55603,13.6
Georgia,GA,13,2008,16,0,0,65.4,6.2,26.7,3,South,5,South Atlantic,48.59572,9.952779,7.42791,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,46227,50889,15.5
Georgia,GA,13,2009,16,0,0,67.8,9.9,23.6,3,South,5,South Atlantic,44.60794,6.596297,6.73719,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,43340,47878,18.4
Georgia,GA,13,2010,16,0,0,69.9,10.5,21.2,3,South,5,South Atlantic,39.73201,3.895906,6.492172,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,44117,47960,18.8
Georgia,GA,13,2011,16,0,0,67,10.2,19,3,South,5,South Atlantic,39.96733,5.2,3.849022,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,45973,48450,18.4
Georgia,GA,13,2012,16,0,0,70,9.2,16,3,South,5,South Atlantic,39.30435,8.55,3.849022,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,48121,49676,18.1
Georgia,GA,13,2013,16,0,0,72,8.2,13.9,3,South,5,South Atlantic,42.22302,12.63636,3.120583,8186653,9687653,1455206,1666552,18095,175561,2341977,67487,3449,5144857,21603,316685,2921236,141857,5450,5427133,435227,853689,46992,47816,18.5
Hawaii,HI,15,2003,18,1,1,71.3,4.1,18.3,4,West,9,Pacific,77.91606,68.7585,64.90034,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,51834,66797,9.3
Hawaii,HI,15,2004,18,1,1,72.6,3.4,17.9,4,West,9,Pacific,76.85773,67.96478,64.90034,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,56242,70571,8.6
Hawaii,HI,15,2005,18,1,1,75.1,2.9,18.4,4,West,9,Pacific,77.13784,68.18016,64.90034,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,59586,72317,8.6
Hawaii,HI,15,2006,18,1,1,75.5,2.6,20.1,4,West,9,Pacific,70.84,61.18221,64.90034,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,60470,71086,9.2
Hawaii,HI,15,2007,18,1,1,75.4,2.8,18.2,4,West,9,Pacific,80.42712,70.61617,66.89676,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,64022,73186,7.5
Hawaii,HI,15,2008,18,1,1,76,4.3,16.9,4,West,9,Pacific,84.50528,74.11188,66.89676,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,61521,67726,9.9
Hawaii,HI,15,2009,18,1,1,75.3,7.2,16.8,4,West,9,Pacific,84.05977,73.41291,67.1674,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,55649,61475,12.5
Hawaii,HI,15,2010,18,1,1,75.4,6.9,12.9,4,West,9,Pacific,71.05154,58.08333,67.1674,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,59539,64725,12.4
Hawaii,HI,15,2011,18,1,1,80,6.8,12,4,West,9,Pacific,76.66191,93.875,87.11069,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,59047,62228,12.1
Hawaii,HI,15,2012,18,1,1,81,6,11.8,4,West,9,Pacific,71.37162,88.5,87.11069,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,56263,58081,13.8
Hawaii,HI,15,2013,18,1,1,82,4.9,10.4,4,West,9,Pacific,78.2971,93.125,84.90182,1211497,1360301,201319,199485,2609,498254,21132,209663,109735,282401,2854,515935,20075,260606,129233,310756,87703,120842,64235,65361,10.6
Idaho,ID,16,2003,16,0,0,81.4,5.6,17.3,4,West,8,Mountain,22.46336,8.5,12.46615,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,42372,54604,10.2
Idaho,ID,16,2004,16,0,0,81.5,4.9,16.3,4,West,8,Mountain,18.97788,5.875,12.46615,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,44358,55659,9.9
Idaho,ID,16,2005,16,0,0,81,4,16.1,4,West,8,Mountain,33.31723,20,12.46615,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,44176,53615,9.9
Idaho,ID,16,2006,16,0,0,80.5,3.5,17.7,4,West,8,Mountain,23.16537,12.75,12.46615,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,46213,54326,9.5
Idaho,ID,16,2007,16,0,0,80.4,3.1,18.6,4,West,8,Mountain,31.6518,13.125,14.09106,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,49184,56224,9.9
Idaho,ID,16,2008,16,0,0,80.1,5.1,19.4,4,West,8,Mountain,36.25525,16.625,14.09106,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,47420,52202,12.2
Idaho,ID,16,2009,16,0,0,80.6,8.8,16.5,4,West,8,Mountain,27.6924,13.83333,14.96276,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,46778,51675,13.7
Idaho,ID,16,2010,16,0,0,84,9,15.1,4,West,8,Mountain,19.72223,4,14.96276,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,47050,51148,13.8
Idaho,ID,16,2011,16,0,0,,8.3,11.5,4,West,8,Mountain,24.26307,10.625,8.784706,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,47459,50016,15.7
Idaho,ID,16,2012,16,0,0,,7.2,11.7,4,West,8,Mountain,27.08637,9,8.784706,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,47922,49471,14.4
Idaho,ID,16,2013,16,0,0,,6.2,9.2,4,West,8,Mountain,24.31598,6.375,8.784706,1293957,1567582,252083,282743,15933,11874,4994,14843,1235,1143388,17615,18703,8960,25928,2194,1318281,101690,175901,48467,49317,12.4
Illinois,IL,17,2003,16,0,0,75.9,6.8,22.6,2,Midwest,3,East North Central,57.44496,86.02332,82.5564,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,45153,58188,12.6
Illinois,IL,17,2004,16,0,0,80.3,6.2,22.6,2,Midwest,3,East North Central,60.50172,84.18591,82.5564,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,46077,57816,12.3
Illinois,IL,17,2005,16,0,0,79.4,5.7,21.3,2,Midwest,3,East North Central,61.70262,85.06613,79.9688,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,48398,58739,11.5
Illinois,IL,17,2006,17,1,0,79.7,4.5,22.2,2,Midwest,3,East North Central,59.06579,78.52572,79.9688,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,48671,57216,10.6
Illinois,IL,17,2007,17,1,0,79.5,5,21.7,2,Midwest,3,East North Central,69.51468,92.27824,83.37193,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,52506,60022,10
Illinois,IL,17,2008,17,1,0,80.4,6.3,20.7,2,Midwest,3,East North Central,67.27898,87.27608,83.94454,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,53254,58625,12.3
Illinois,IL,17,2009,17,1,0,77.7,10.2,18.6,2,Midwest,3,East North Central,63.70098,93.21285,85.57595,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,52870,58405,13.2
Illinois,IL,17,2010,17,1,0,81.9,10.4,17.2,2,Midwest,3,East North Central,56.48466,88.96263,85.57595,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,50728,55147,14.1
Illinois,IL,17,2011,17,1,0,84,9.7,15.4,2,Midwest,3,East North Central,61.06882,86.82661,84.30063,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,50637,53365,14.2
Illinois,IL,17,2012,17,1,0,82,9,13.6,2,Midwest,3,East North Central,58.72151,83.8969,84.30063,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,51738,53410,12.6
Illinois,IL,17,2013,17,1,0,83,9.1,11.7,2,Midwest,3,East North Central,51.97337,79.61539,83.17535,12419927,12830632,2186030,2123319,18716,428158,1864781,103510,3273,8471169,19120,589514,1839360,170075,3163,8181822,1530320,2027578,53937,54883,13.6
Indiana,IN,18,2003,16,0,0,75.5,5.3,21.7,2,Midwest,3,East North Central,46.09899,62.56786,55.61411,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,42425,54672,9.9
Indiana,IN,18,2004,16,0,0,73.5,5.4,21,2,Midwest,3,East North Central,45.9883,63.37786,55.61411,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,42329,53113,11.6
Indiana,IN,18,2005,16,0,0,73.2,5.5,20.6,2,Midwest,3,East North Central,49.66132,18.335,16.35748,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,42437,51504,12.6
Indiana,IN,18,2006,18,1,1,73.3,5,20.4,2,Midwest,3,East North Central,52.70638,20.25917,16.35748,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,45407,53379,10.6
Indiana,IN,18,2007,18,1,1,73.9,4.6,21.5,2,Midwest,3,East North Central,53.20749,28.48,23.32938,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,47453,54245,11.8
Indiana,IN,18,2008,18,1,1,74.1,5.9,20,2,Midwest,3,East North Central,50.43163,27.41333,23.32938,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,46520,51212,14.3
Indiana,IN,18,2009,18,1,1,75.2,10.3,20.2,2,Midwest,3,East North Central,48.22389,26.83333,20.90488,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,44305,48944,16.1
Indiana,IN,18,2010,18,1,1,77.2,10.4,18.4,2,Midwest,3,East North Central,40.4287,18.586,20.90488,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,46139,50158,16.3
Indiana,IN,18,2011,18,1,1,86,9.1,16,2,Midwest,3,East North Central,39.50527,3.750003,10.38423,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,44445,46839,15.6
Indiana,IN,18,2012,18,1,1,86,8.3,15.5,2,Midwest,3,East North Central,37.68679,7.812502,10.38423,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,46158,47650,15.2
Indiana,IN,18,2013,18,1,1,87,7.7,13.6,2,Midwest,3,East North Central,40.55516,7.6875,10.24458,6080827,6483802,1065614,1086224,13857,59683,508404,52771,1605,5229922,14274,102917,584979,95771,1945,5294209,214585,389707,49455,50322,16.5
Iowa,IA,19,2003,16,0,0,85.3,4.5,14.8,2,Midwest,4,West North Central,47.85461,57.38291,57.31527,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,41384,53331,8.9
Iowa,IA,19,2004,16,0,0,85.8,4.5,14.6,2,Midwest,4,West North Central,51.17184,61.825,58.23249,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,43391,54446,10.9
Iowa,IA,19,2005,16,0,0,86.6,4.3,15.5,2,Midwest,4,West North Central,50.25867,68.91275,65.65125,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,46500,56435,11.3
Iowa,IA,19,2006,16,0,0,86.9,3.7,15.9,2,Midwest,4,West North Central,52.47612,69.8765,65.65125,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,48126,56575,10.3
Iowa,IA,19,2007,16,0,0,86.5,3.7,15.4,2,Midwest,4,West North Central,55.46584,90.59091,77.91838,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,48908,55909,8.9
Iowa,IA,19,2008,16,0,0,86.4,4.2,16.5,2,Midwest,4,West North Central,56.95164,90.79583,76.95404,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,50142,55199,9.5
Iowa,IA,19,2009,16,0,0,85.7,6.4,15.5,2,Midwest,4,West North Central,53.30738,94.64,78.826,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,50721,56031,10.7
Iowa,IA,19,2010,16,0,0,87.9,6,13.3,2,Midwest,4,West North Central,48.09266,94.38667,78.826,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,49016,53286,10.3
Iowa,IA,19,2011,16,0,0,88,5.5,11.8,2,Midwest,4,West North Central,42.50238,19.24792,29.53123,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,50219,52925,10.4
Iowa,IA,19,2012,16,0,0,89,5.1,10.8,2,Midwest,4,West North Central,40.49696,21.05917,29.53123,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,53442,55169,10.3
Iowa,IA,19,2013,16,0,0,90,4.7,9.8,2,Midwest,4,West North Central,44.69056,27.21523,35.06821,2926538,3046355,506591,485648,8057,37077,61535,21657,919,2714813,8641,53193,87707,40024,1839,2703407,82480,151544,60156,61211,13.2
Kansas,KS,20,2003,18,1,1,76.9,5.5,19.8,2,Midwest,4,West North Central,35.78795,48.75,45.81245,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,44232,57001,10.8
Kansas,KS,20,2004,18,1,1,77.9,5.5,20,2,Midwest,4,West North Central,36.59052,50.1,45.81245,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,41066,51529,11.4
Kansas,KS,20,2005,18,1,1,79.2,5,19.1,2,Midwest,4,West North Central,34.57004,45,45.81245,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,42027,51007,12.5
Kansas,KS,20,2006,18,1,1,77.6,4.4,19.2,2,Midwest,4,West North Central,40.57601,50.4,45.81245,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,45552,53549,12.8
Kansas,KS,20,2007,18,1,1,78.9,4.2,21.2,2,Midwest,4,West North Central,44.38121,52.875,45.85308,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,48497,55439,11.7
Kansas,KS,20,2008,18,1,1,79.1,4.6,21.5,2,Midwest,4,West North Central,44.801,54,45.85308,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,47877,52706,12.7
Kansas,KS,20,2009,18,1,1,80.2,6.9,19.9,2,Midwest,4,West North Central,42.51202,55.15,45.19296,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,44717,49399,13.7
Kansas,KS,20,2010,18,1,1,84.5,7.1,19.2,2,Midwest,4,West North Central,35.05216,48.9,45.19296,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,46054,50066,14.5
Kansas,KS,20,2011,18,1,1,83,6.5,15.5,2,Midwest,4,West North Central,30.7065,4.333333,5.382538,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,46147,48633,14.3
Kansas,KS,20,2012,18,1,1,85,5.7,14.5,2,Midwest,4,West North Central,35.8547,11,5.382538,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,50003,51619,14
Kansas,KS,20,2013,18,1,1,86,5.3,12.5,2,Midwest,4,West North Central,34.2966,8.583333,5.382538,2688925,2853118,486189,480761,22515,47287,152610,37707,1198,2239310,23157,67726,163542,63089,2026,2233536,188298,300042,47820,48658,11.4
Kentucky,KY,21,2003,16,0,0,71.7,6.1,24.5,3,South,6,East South Central,33.42811,55.83553,57.86239,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,36936,47599,14.4
Kentucky,KY,21,2004,16,0,0,73,5.4,23.6,3,South,6,East South Central,34.63516,28.05044,35.07368,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,35610,44683,17.8
Kentucky,KY,21,2005,16,0,0,75.9,5.9,24,3,South,6,East South Central,41.63443,27.02015,33.37837,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,36699,44540,14.8
Kentucky,KY,21,2006,16,0,0,77.2,5.7,25.5,3,South,6,East South Central,39.44261,26.63498,33.37837,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,39485,46417,16.8
Kentucky,KY,21,2007,16,0,0,76.4,5.4,25,3,South,6,East South Central,51.36536,37.1321,37.51729,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,39452,45099,15.5
Kentucky,KY,21,2008,16,0,0,74.4,6.4,24.8,3,South,6,East South Central,52.29519,75.94201,65.16876,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,41148,45298,17.1
Kentucky,KY,21,2009,16,0,0,77.6,10.3,24.5,3,South,6,East South Central,44.9558,73.15278,65.87057,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,42664,47131,17
Kentucky,KY,21,2010,16,0,0,79.9,10.2,21.9,3,South,6,East South Central,37.49059,69.02669,68.3644,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,41104,44684,17.7
Kentucky,KY,21,2011,16,0,0,,9.4,19.6,3,South,6,East South Central,37.49237,64.58212,62.43007,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,39856,42003,16
Kentucky,KY,21,2012,16,0,0,,8.2,18.1,3,South,6,East South Central,35.29497,57.81203,63.07402,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,41086,42414,17.9
Kentucky,KY,21,2013,16,0,0,86,8.1,16.7,3,South,6,East South Central,41.27558,64.46429,63.00174,4042193,4339367,674509,684394,8044,29919,295295,32957,1305,3614737,8710,49004,334712,61895,2119,3750091,59936,132836,44879,45666,22
Louisiana,LA,22,2003,17,1,0,64.1,6.4,29.4,3,South,7,West South Central,33.74208,36.9125,45.62965,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,33507,43180,17
Louisiana,LA,22,2004,17,1,0,69.4,5.9,29.4,3,South,7,West South Central,41.19297,74.75,71.96344,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,36429,45710,16.8
Louisiana,LA,22,2005,17,1,0,63.9,7.2,24.8,3,South,7,West South Central,44.26287,88.66666,78.02979,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,37236,45192,18.3
Louisiana,LA,22,2006,17,1,0,59.5,4.5,27.7,3,South,7,West South Central,32.82051,65.66666,78.02979,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,36488,42894,17
Louisiana,LA,22,2007,17,1,0,61.3,4.3,28.4,3,South,7,West South Central,45.13145,90.16666,73.40047,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,41313,47226,16.1
Louisiana,LA,22,2008,17,1,0,63.5,4.9,27.3,3,South,7,West South Central,43.24025,46.54333,43.85608,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,39563,43553,18.2
Louisiana,LA,22,2009,17,1,0,67.3,6.8,26.9,3,South,7,West South Central,41.74784,41.29944,38.84464,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,45433,50190,14.3
Louisiana,LA,22,2010,17,1,0,68.8,8,23.5,3,South,7,West South Central,36.81895,39.0353,39.42331,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,39300,42723,21.5
Louisiana,LA,22,2011,17,1,0,71,7.8,20.7,3,South,7,West South Central,35.37876,25.64649,28.25478,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,40658,42848,21.1
Louisiana,LA,22,2012,17,1,0,72,7.1,19.5,3,South,7,West South Central,38.57437,13.01949,12.37309,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,39085,40348,21.1
Louisiana,LA,22,2013,17,1,0,74,6.7,17.4,3,South,7,West South Central,42.16489,13.53544,14.6926,4469035,4533372,837992,742293,24438,55200,1446738,30787,1106,2803027,28352,70056,1446739,53096,1589,2740980,107739,192560,46425,47239,21.2
Maine,ME,23,2003,17,1,0,76.3,5,12.3,1,Northeast,1,New England,66.05895,89.18708,78.70773,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,37113,47827,11.6
Maine,ME,23,2004,17,1,0,77.6,4.6,10.4,1,Northeast,1,New England,66.94896,86.81905,78.70773,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,41329,51859,11.6
Maine,ME,23,2005,17,1,0,78.6,4.9,10.5,1,Northeast,1,New England,77.89715,88.59511,78.52557,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,43923,53308,12.6
Maine,ME,23,2006,17,1,0,76.3,4.6,9.8,1,Northeast,1,New England,70.32111,88.85944,78.52557,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,45642,53655,10.2
Maine,ME,23,2007,17,1,0,78.5,4.7,9.2,1,Northeast,1,New England,77.91103,90.55383,80.44141,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,47894,54749,10.9
Maine,ME,23,2008,17,1,0,79.1,5.5,10,1,Northeast,1,New England,91.90404,94.46429,80.52906,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,47228,51991,12
Maine,ME,23,2009,17,1,0,79.9,8.1,9.7,1,Northeast,1,New England,81.41131,96.59286,85.05852,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,47502,52475,11.4
Maine,ME,23,2010,17,1,0,82.8,8.1,8.3,1,Northeast,1,New England,68.91593,94.21429,85.05852,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,47931,52106,12.6
Maine,ME,23,2011,17,1,0,84,7.9,9.3,1,Northeast,1,New England,67.06781,43.05745,54.1608,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,49693,52370,13.4
Maine,ME,23,2012,17,1,0,85,7.5,7.2,1,Northeast,1,New England,69.76707,47.65706,53.92485,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,49158,50747,12.8
Maine,ME,23,2013,17,1,0,86,6.6,7.1,1,Northeast,1,New England,74.19726,70.04998,66.85028,1274779,1328361,215294,190265,6954,9187,6692,10214,337,1232039,8266,13583,15453,18281,316,1255527,9356,16935,54957,55921,11.4
